account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Faxquote,1XBC7M9F,Markita Hansen,Won,MG Special,2016-12-20,2017-03-08,64
Donware,8IXBS90G,Rosie Papadopoulos,Won,MG Special,2016-12-20,2017-03-08,60
Ganjaflex,2X45BEOS,Cassey Cress,Won,GTX Plus Basic,2016-12-21,2017-03-27,1186
Yearin,EQ8X0QTL,Corliss Cosme,Won,MG Advanced,2016-12-21,2017-03-09,3577
Donquadtech,5QD53WHF,Daniell Hammack,Won,GTX Plus Basic,2016-12-21,2017-03-07,1020
Blackzim,K5CWSFCW,Elease Gluck,In Progress,GTXPro,2016-12-21,,
Zoomit,79EABK3X,Hayden Neloms,Won,MG Special,2016-12-21,2017-03-23,53
Rundofase,2DKO9X1T,Jonathan Berthelot,Lost,GTX Basic,2016-12-21,2017-03-10,0
Faxquote,IBDEQVBN,Kary Hendrixson,Lost,GTX Basic,2016-12-21,2017-03-28,0
Sunnamplex,QZ3VV4C1,Kary Hendrixson,Won,GTXPro,2016-12-21,2017-03-08,4719
Codehow,62AK8UWX,Moses Frase,Won,GTX Basic,2016-12-21,2017-03-22,546
Domzoom,5QM4ORNT,Niesha Huffines,Won,GTX Plus Basic,2016-12-21,2017-03-21,1212
,4H2QMS78,Vicki Laflamme,In Progress,GTX Basic,2016-12-21,,
Sunnamplex,S91N9YBL,Vicki Laflamme,Lost,GTX Basic,2016-12-21,2017-03-08,0
Bioholding,44H0FJMH,Anna Snelling,Lost,GTX Plus Pro,2016-12-22,2017-03-27,0
Dontechi,N5AZLQZR,Gladys Colclough,Won,GTX Plus Pro,2016-12-22,2017-03-14,5533
Finjob,4T295XQL,Kami Bicknell,Won,MG Advanced,2016-12-22,2017-03-01,3295
Finjob,YFS5KLJJ,Rosalina Dieter,Won,MG Special,2016-12-22,2017-03-31,45
Bioplex,S8GLKDB9,Violet Mclelland,Won,MG Special,2016-12-22,2017-03-04,56
Opentech,SQLYCFGV,Zane Levy,In Progress,GTXPro,2016-12-22,,
,EUG019AS,Corliss Cosme,In Progress,GTX Basic,2016-12-23,,
Finhigh,IE7VQ5BA,Daniell Hammack,In Progress,GTX Plus Basic,2016-12-23,,
Funholding,01QKN578,Darcel Schlecht,Won,GTXPro,2016-12-23,2017-03-20,4247
Isdom,M0JKP0HT,Gladys Colclough,Won,MG Advanced,2016-12-23,2017-03-13,3440
Plexzap,ZC3KKSUK,James Ascencio,Won,GTXPro,2016-12-23,2017-03-02,5040
Cancity,3X8VLQ5G,Jonathan Berthelot,Won,GTX Basic,2016-12-23,2017-03-12,469
Isdom,EZLXL6GL,Moses Frase,Won,MG Special,2016-12-23,2017-03-07,58
Isdom,R8PEL8V8,Cecily Lampkin,Won,MG Advanced,2016-12-24,2017-03-16,2955
Condax,L1R32S8H,Corliss Cosme,Won,GTX Plus Pro,2016-12-24,2017-03-26,5228
Toughzap,J7N8J8NM,Darcel Schlecht,Won,MG Advanced,2016-12-24,2017-03-14,3358
Green-Plus,TO7PGVP1,Elease Gluck,Lost,GTX Plus Pro,2016-12-24,2017-03-29,0
Codehow,A051G1B4,Jonathan Berthelot,Won,GTX Basic,2016-12-24,2017-03-31,517
Dontechi,NMDMM5YJ,Moses Frase,Won,GTX Basic,2016-12-24,2017-03-03,615
Domzoom,LWPJEV3U,Niesha Huffines,Lost,GTX Basic,2016-12-24,2017-03-10,0
Condax,I93ZFHEM,Versie Hillebrand,Won,MG Special,2016-12-24,2017-03-08,62
Isdom,B2VJCVBB,Darcel Schlecht,Won,GTX Plus Pro,2016-12-25,2017-03-13,4711
Kinnamplus,F90O03ZH,Donn Cantrell,Lost,GTXPro,2016-12-25,2017-03-23,0
Yearin,PC78RLUX,Garret Kinder,Won,GTX Basic,2016-12-25,2017-03-30,510
Warephase,X6GL64T5,Gladys Colclough,Won,GTXPro,2016-12-25,2017-03-25,4891
Green-Plus,OWM3BPGW,Hayden Neloms,Won,GTX Plus Basic,2016-12-25,2017-03-17,926
Betatech,RP5PS9A5,Lajuana Vencill,Won,MG Special,2016-12-25,2017-03-10,56
Treequote,AI76U58A,Maureen Marcano,In Progress,GTX Basic,2016-12-25,,
,KFPM2LJW,Rosalina Dieter,In Progress,GTX Basic,2016-12-25,,
Ontomedia,F2PW7WP2,Violet Mclelland,Won,MG Special,2016-12-25,2017-03-05,47
Rangreen,GK8YD2XW,Darcel Schlecht,Lost,GTX Basic,2016-12-26,2017-03-23,0
Nam-zim,U4LRR9E9,James Ascencio,Won,GTX Plus Pro,2016-12-26,2017-03-10,6490
Gogozoom,B00UMAV4,Kami Bicknell,In Progress,MG Advanced,2016-12-26,,
,C8TV7R8A,Kary Hendrixson,In Progress,GTXPro,2016-12-26,,
Treequote,9N55D1AH,Niesha Huffines,Won,MG Advanced,2016-12-26,2017-03-02,3841
,2VCDVCIZ,Kary Hendrixson,In Progress,GTX Basic,2016-12-27,,
Faxquote,WI4PODA2,Kary Hendrixson,Won,GTX Plus Pro,2016-12-27,2017-03-15,5256
Kan-code,VF1V41RI,Markita Hansen,Lost,MG Special,2016-12-27,2017-03-28,0
Sonron,1B4L7TNG,Markita Hansen,Lost,MG Advanced,2016-12-27,2017-03-25,0
Conecom,MZAN11FT,Anna Snelling,Won,GTX Basic,2016-12-28,2017-03-01,625
,0U3WVJO0,Corliss Cosme,In Progress,GTXPro,2016-12-28,,
Warephase,0IO00FNS,Darcel Schlecht,Lost,GTXPro,2016-12-28,2017-03-16,0
Conecom,8S6TNXYB,Darcel Schlecht,Won,GTXPro,2016-12-28,2017-03-22,3952
,PMMW9JX3,Kary Hendrixson,In Progress,GTX Basic,2016-12-28,,
Konex,MOLGOSGE,Kary Hendrixson,Won,GTX Plus Pro,2016-12-28,2017-03-13,5515
Vehement Capital Partners,FA1VHZSV,Reed Clapper,Won,MG Special,2016-12-28,2017-03-16,57
Konmatfix,PXQEX039,Versie Hillebrand,Won,MG Special,2016-12-28,2017-03-28,51
Fasehatice,RX56S6G3,Vicki Laflamme,Won,MG Advanced,2016-12-28,2017-03-13,3803
Rundofase,G4F8W039,Anna Snelling,Won,GTX Plus Pro,2016-12-29,2017-03-27,5459
Stanredtax,4T31MWVO,Anna Snelling,Won,MG Advanced,2016-12-29,2017-03-23,4148
,2HT2R2GY,Cassey Cress,In Progress,GTX Plus Pro,2016-12-29,,
Ganjaflex,83XN082U,Corliss Cosme,Won,GTX Plus Pro,2016-12-29,2017-03-23,5002
Gekko & Co,J21W3WIW,Corliss Cosme,Won,MG Advanced,2016-12-29,2017-03-03,3351
Domzoom,52UPJFYI,Gladys Colclough,Won,GTX Basic,2016-12-29,2017-03-19,571
Goodsilron,QOL51JIB,James Ascencio,Won,GTX Basic,2016-12-29,2017-03-10,601
,13GM5I6M,Kami Bicknell,In Progress,GTXPro,2016-12-29,,
Zoomit,93AGN8A6,Markita Hansen,Won,GTX Basic,2016-12-29,2017-03-13,576
Funholding,J7UNJFJL,Marty Freudenburg,Won,MG Special,2016-12-29,2017-03-03,52
Fasehatice,A4H5ESTU,Maureen Marcano,Won,GTX Plus Basic,2016-12-29,2017-03-13,1185
Gekko & Co,8EZ04VQB,Reed Clapper,Lost,GTX Plus Basic,2016-12-29,2017-03-28,0
Plexzap,4501T63I,Rosalina Dieter,Won,MG Special,2016-12-29,2017-03-14,56
,9IA34L8S,Vicki Laflamme,In Progress,GTX Basic,2016-12-29,,
Opentech,FPNGEJRC,Violet Mclelland,Won,MG Special,2016-12-29,2017-03-29,54
Xx-holding,S33WRL0Y,Zane Levy,Won,GTXPro,2016-12-29,2017-03-13,4818
Codehow,Q7IRUJK7,Anna Snelling,Won,GTX Plus Pro,2017-01-01,2017-03-01,5087
Opentech,DTZPYISJ,Daniell Hammack,Won,GTX Plus Basic,2017-01-01,2017-03-19,1116
Gogozoom,Y9HWSG8Z,Darcel Schlecht,Won,GTX Basic,2017-01-01,2017-03-20,510
,5T8Q2YID,Elease Gluck,In Progress,MG Special,2017-01-01,,
Streethex,JOQCXC9Z,Jonathan Berthelot,Won,GTX Basic,2017-01-01,2017-03-16,565
Finjob,AP7PCLAZ,Kami Bicknell,Won,GTX Basic,2017-01-01,2017-03-26,633
Xx-zobam,BIE471SO,Reed Clapper,Won,MG Advanced,2017-01-01,2017-03-29,3962
Y-corporation,UA8AWDG4,Vicki Laflamme,Won,MG Advanced,2017-01-01,2017-03-22,3672
Green-Plus,BTT6YAVZ,Zane Levy,In Progress,GTX Plus Basic,2017-01-01,,
Goodsilron,FZDRB789,Zane Levy,Won,GTXPro,2017-01-01,2017-03-18,4586
Hottechi,PC1NUL8Q,Anna Snelling,Won,MG Special,2017-01-02,2017-03-02,60
dambase,O7UUAK3Y,Corliss Cosme,In Progress,GTX Plus Basic,2017-01-02,,
,TLOHEQ18,Corliss Cosme,In Progress,GTX Plus Basic,2017-01-02,,
Dontechi,F1X5ZJ7V,Jonathan Berthelot,Won,GTX Basic,2017-01-02,2017-05-04,572
Goodsilron,IF7MJ88P,Kary Hendrixson,Won,GTX Basic,2017-01-02,2017-03-01,550
Sonron,06B7XWPC,Kary Hendrixson,Won,GTXPro,2017-01-02,2017-03-17,4125
Zumgoity,12MQ3WM8,Marty Freudenburg,Won,MG Advanced,2017-01-02,2017-03-10,3647
Dontechi,91M6FY8S,Moses Frase,Won,GTX Basic,2017-01-02,2017-03-21,573
Zencorporation,0LNZRNEU,Violet Mclelland,Won,GTX Basic,2017-01-02,2017-03-29,542
Donware,NKOKUS7D,Cassey Cress,Won,MG Advanced,2017-01-03,2017-03-12,3479
Ganjaflex,NF6GCTMV,Daniell Hammack,Lost,MG Advanced,2017-01-03,2017-03-22,0
Stanredtax,I4UCA7CU,Darcel Schlecht,Won,GTX Plus Basic,2017-01-03,2017-03-21,1012
,EWDOBEM6,Hayden Neloms,In Progress,MG Special,2017-01-03,,
Doncon,1LI7ETNZ,James Ascencio,Won,GTX Plus Basic,2017-01-03,2017-03-06,990
Sunnamplex,N36DEZBR,James Ascencio,Won,GTXPro,2017-01-03,2017-03-18,4374
Finjob,77ZECYVJ,Kary Hendrixson,Lost,GTX Basic,2017-01-03,2017-03-17,0
Xx-holding,IRB461Y7,Kary Hendrixson,Won,GTX Plus Basic,2017-01-03,2017-03-30,1054
Scotfind,NM2Q3CGW,Vicki Laflamme,Won,MG Special,2017-01-03,2017-03-15,55
Ganjaflex,OEEUEIPJ,Violet Mclelland,Lost,MG Special,2017-01-03,2017-03-05,0
Iselectrics,5E14LG51,Boris Faz,Won,GTX Plus Basic,2017-01-04,2017-03-25,1073
Genco Pura Olive Oil Company,TIAGZQ54,Cecily Lampkin,Lost,MG Advanced,2017-01-04,2017-03-20,0
,QM6VR1H5,Daniell Hammack,In Progress,GTX Plus Pro,2017-01-04,,
,QR2BDRAI,James Ascencio,In Progress,MG Advanced,2017-01-04,,
,Z75ND4JF,Kary Hendrixson,In Progress,GTX Basic,2017-01-04,,
Faxquote,CRX91A45,Kary Hendrixson,Won,GTX Basic,2017-01-04,2017-03-16,586
Treequote,ZOQ8RC86,Marty Freudenburg,Won,GTXPro,2017-01-04,2017-05-05,4667
Hottechi,SV4SOO2K,Vicki Laflamme,Won,GTX Plus Basic,2017-01-04,2017-03-28,880
Plexzap,ITHR5WLF,Vicki Laflamme,Won,MG Advanced,2017-01-04,2017-03-12,3676
,CGWJ1WHI,Wilburn Farren,In Progress,MG Special,2017-01-04,,
Funholding,279625VN,Anna Snelling,Lost,MG Advanced,2017-01-05,2017-03-25,0
,M16D8PYH,Daniell Hammack,In Progress,GTX Plus Pro,2017-01-05,,
Treequote,RK52YU8S,Darcel Schlecht,Lost,GTXPro,2017-01-05,2017-03-09,0
Opentech,E8EY51IC,Garret Kinder,Lost,GTX Plus Basic,2017-01-05,2017-03-26,0
Treequote,HG07LMHI,Jonathan Berthelot,Won,GTXPro,2017-01-05,2017-03-19,4716
,VPXW8RJS,Kami Bicknell,In Progress,MG Advanced,2017-01-05,,
Blackzim,85XNDIK1,Kary Hendrixson,Lost,GTX Basic,2017-01-05,2017-03-30,0
Goodsilron,2U54WYQ1,Vicki Laflamme,Won,GTXPro,2017-01-05,2017-03-23,4211
Funholding,VCA1WAB0,Anna Snelling,Lost,MG Advanced,2017-01-06,2017-03-21,0
,T7T1YIM7,Boris Faz,In Progress,GTX Plus Pro,2017-01-06,,
Codehow,MXNVX2AM,Darcel Schlecht,Lost,GTXPro,2017-01-06,2017-03-18,0
Toughzap,1G866GH4,Darcel Schlecht,Won,MG Special,2017-01-06,2017-03-17,56
Rundofase,WDG0B1IR,Gladys Colclough,Lost,MG Special,2017-01-06,2017-03-23,0
Funholding,Q5CABPMO,Gladys Colclough,Won,MG Special,2017-01-06,2017-03-23,44
Konex,HHBA93J5,Kary Hendrixson,Won,GTX Basic,2017-01-06,2017-03-27,532
Treequote,R0W6A9BG,Lajuana Vencill,Lost,GTX Basic,2017-01-06,2017-05-10,0
Zumgoity,P5EGQ0HI,Lajuana Vencill,Lost,GTX Basic,2017-01-06,2017-03-20,0
Kinnamplus,L1EJIE5L,Reed Clapper,Lost,GTXPro,2017-01-06,2017-03-17,0
Domzoom,S3XI6YB3,Versie Hillebrand,Lost,GTX Basic,2017-01-06,2017-03-24,0
Isdom,BBC3JB3H,Anna Snelling,Won,GTX Basic,2017-01-07,2017-03-08,622
,4JHY98UG,Cassey Cress,In Progress,GTX Basic,2017-01-07,,
Cancity,7XVLKX8G,Cecily Lampkin,Lost,GTX Plus Pro,2017-01-07,2017-03-05,0
,G39V1X3G,Corliss Cosme,In Progress,MG Special,2017-01-07,,
Xx-zobam,OX4P78HP,Corliss Cosme,Won,GTX Plus Basic,2017-01-07,2017-03-16,1257
Lexiqvolax,72LNJRY9,Maureen Marcano,Won,GTX Plus Basic,2017-01-07,2017-03-25,1135
Hottechi,8C2WG2FB,Zane Levy,Lost,MG Advanced,2017-01-07,2017-03-28,0
Newex,L0345WKB,Zane Levy,Won,GTXPro,2017-01-07,2017-03-14,4313
dambase,S24L8LVR,Anna Snelling,Won,GTX Plus Pro,2017-01-08,2017-03-18,5210
Ron-tech,JXWXEJXE,Lajuana Vencill,Won,MG Special,2017-01-08,2017-03-27,47
Konex,W2JCRPLX,Markita Hansen,Won,MG Advanced,2017-01-08,2017-03-22,3220
Initech,EQCD7G7Q,Rosalina Dieter,In Progress,GTX Basic,2017-01-08,,
Donware,1M2I2NXQ,Rosie Papadopoulos,Won,MG Special,2017-01-08,2017-03-26,47
Rundofase,XYNTWPN1,Violet Mclelland,In Progress,MG Special,2017-01-08,,
Yearin,54EGR0AD,Violet Mclelland,Won,MG Special,2017-01-08,2017-03-25,63
Betatech,VT5Y73GX,Anna Snelling,Won,MG Special,2017-01-09,2017-03-15,56
Rundofase,8O9V7UOZ,Anna Snelling,Won,MG Special,2017-01-09,2017-03-01,65
Donquadtech,GIIC5H9X,Boris Faz,Won,GTX Plus Pro,2017-01-09,2017-03-19,5743
Mathtouch,9WMU7YHD,Cassey Cress,Won,MG Special,2017-01-09,2017-03-03,53
Betasoloin,8BQMFR86,Corliss Cosme,Won,GTX Plus Pro,2017-01-09,2017-03-30,4974
Ontomedia,DDCC6ZPK,Donn Cantrell,Won,MG Advanced,2017-01-09,2017-03-25,3892
Betasoloin,YMGWLEHY,Garret Kinder,Won,GTXPro,2017-01-09,2017-03-21,3822
Inity,FKS9MVF6,Jonathan Berthelot,Won,GTX Basic,2017-01-09,2017-03-02,504
,6Q67ZUJ1,Maureen Marcano,In Progress,MG Special,2017-01-09,,
Xx-holding,HF8ABDF6,Rosalina Dieter,Won,MG Advanced,2017-01-09,2017-03-29,3145
,Y6UBZM6P,Vicki Laflamme,In Progress,GTX Plus Pro,2017-01-09,,
Finjob,SIRC44NM,Vicki Laflamme,Won,GTX Basic,2017-01-09,2017-03-27,564
Fasehatice,7S6SHJJG,Zane Levy,Won,GTX Plus Basic,2017-01-09,2017-03-14,1117
Inity,ZE84UHHB,Anna Snelling,Won,MG Special,2017-01-10,2017-03-26,59
Finhigh,2R3ZA84D,Darcel Schlecht,Won,MG Special,2017-01-10,2017-03-28,52
Kan-code,LTTYTAXA,Donn Cantrell,Won,GTXPro,2017-01-10,2017-03-24,4694
,RIW4VWBW,Hayden Neloms,In Progress,GTX Plus Pro,2017-01-10,,
Plusstrip,ZWFPD71J,Kami Bicknell,Won,GTXPro,2017-01-10,2017-03-06,5620
Singletechno,T5C527Z9,Kary Hendrixson,Won,GTX Plus Basic,2017-01-10,2017-03-08,1095
Conecom,XC4LTIEO,Lajuana Vencill,Lost,GTX Basic,2017-01-10,2017-05-02,0
Ron-tech,AEBF9M5T,Lajuana Vencill,Won,GTX Basic,2017-01-10,2017-03-30,489
,DWUD4S0P,Markita Hansen,In Progress,GTX Basic,2017-01-10,,
Bioholding,MCE5DKD1,Markita Hansen,In Progress,MG Special,2017-01-10,,
Golddex,EV46ES18,Markita Hansen,Won,GTX Plus Pro,2017-01-10,2017-03-16,5908
Xx-holding,ID3IJHUS,Markita Hansen,Won,MG Advanced,2017-01-10,2017-03-11,3820
Hottechi,YBJ72HKE,Maureen Marcano,Lost,GTX Plus Basic,2017-01-10,2017-03-12,0
,RW39Y63V,Vicki Laflamme,In Progress,GTXPro,2017-01-10,,
Rantouch,5DEO8EDS,Vicki Laflamme,Won,GTX Basic,2017-01-10,2017-03-20,581
,8LW65NDL,Violet Mclelland,In Progress,GTX Plus Pro,2017-01-10,,
Nam-zim,CJ2ON1LV,Corliss Cosme,In Progress,GTXPro,2017-01-11,,
,4I8X7EMW,Corliss Cosme,In Progress,GTXPro,2017-01-11,,
Funholding,WPXAMXD2,Darcel Schlecht,Lost,GTX Plus Pro,2017-01-11,2017-03-10,0
Gogozoom,A4BBDK82,Jonathan Berthelot,Won,GTX Basic,2017-01-11,2017-03-28,585
Plusstrip,LMOAYCUK,Kami Bicknell,In Progress,GTX Plus Basic,2017-01-11,,
Nam-zim,4XCJP60W,Kami Bicknell,Won,GTX Basic,2017-01-11,2017-05-06,572
Zumgoity,CDKX2A19,Lajuana Vencill,Won,MG Advanced,2017-01-11,2017-03-12,3669
Golddex,344I60EI,Markita Hansen,Won,GTX Plus Basic,2017-01-11,2017-03-16,1091
Rangreen,YI30GSB5,Marty Freudenburg,Lost,GTX Plus Basic,2017-01-11,2017-03-31,0
Donquadtech,0IYQX303,Reed Clapper,Won,GTXPro,2017-01-11,2017-03-17,4905
Vehement Capital Partners,6IMUQYMN,Corliss Cosme,Won,GTX Basic,2017-01-12,2017-03-10,540
Zumgoity,N9GAZ6B6,Gladys Colclough,Won,MG Special,2017-01-12,2017-03-20,49
Globex Corporation,8O3IYWSM,Jonathan Berthelot,Won,GTX Basic,2017-01-12,2017-05-17,513
Gogozoom,R3OR0J5C,Lajuana Vencill,Won,MG Special,2017-01-12,2017-03-30,54
,VCSHYIU8,Maureen Marcano,In Progress,GTX Plus Basic,2017-01-12,,
Funholding,0I6U3MQ6,Violet Mclelland,In Progress,GTX Basic,2017-01-12,,
Yearin,RXV4UXRE,Violet Mclelland,Won,MG Special,2017-01-12,2017-03-23,56
Konmatfix,5AKGNKX1,Anna Snelling,Won,MG Special,2017-01-13,2017-03-16,58
Treequote,KNLMLTJH,Anna Snelling,Won,MG Special,2017-01-13,2017-03-27,58
Vehement Capital Partners,WRUG19FZ,Hayden Neloms,In Progress,MG Advanced,2017-01-13,,
Iselectrics,UQQE9ILV,James Ascencio,In Progress,GTXPro,2017-01-13,,
Nam-zim,G9GH5KV5,Kami Bicknell,Won,GTXPro,2017-01-13,2017-03-21,4453
Plusstrip,H06UZJH8,Kary Hendrixson,Lost,MG Special,2017-01-13,2017-05-08,0
Nam-zim,K1RXVUG9,Kary Hendrixson,Won,GTX Basic,2017-01-13,2017-03-14,619
Xx-holding,1QT3STIA,Maureen Marcano,Won,GTX Plus Pro,2017-01-13,2017-05-14,5163
Green-Plus,070M5M6X,Maureen Marcano,Won,GTXPro,2017-01-13,2017-03-25,4071
Donquadtech,DFTR2O9K,Reed Clapper,Won,MG Special,2017-01-13,2017-05-08,56
,W8CXDBQN,Vicki Laflamme,In Progress,MG Special,2017-01-13,,
Sumace,S9MECO24,Violet Mclelland,Lost,MG Advanced,2017-01-13,2017-03-31,0
Zotware,EJSFO67U,Donn Cantrell,Won,GTXPro,2017-01-14,2017-03-29,4375
Codehow,VKT0UN11,James Ascencio,In Progress,MG Advanced,2017-01-14,,
Golddex,SKTD4GGU,Kami Bicknell,Won,GTX Basic,2017-01-14,2017-03-28,610
Scottech,JIACLB24,Vicki Laflamme,In Progress,GTX Basic,2017-01-14,,
Hatfan,SNAPG5KC,Vicki Laflamme,Lost,MG Advanced,2017-01-14,2017-05-05,0
Xx-holding,561707V4,Vicki Laflamme,Won,GTXPro,2017-01-14,2017-03-17,4554
Konex,J28ZRO9G,Wilburn Farren,Won,MG Advanced,2017-01-14,2017-05-18,2880
Zoomit,5VYJCJAE,Corliss Cosme,In Progress,GTX Plus Pro,2017-01-15,,
Inity,BTUG5VDL,Corliss Cosme,In Progress,GTXPro,2017-01-15,,
Initech,KZ8Q0AFX,Corliss Cosme,Lost,GTX Plus Basic,2017-01-15,2017-05-02,0
Mathtouch,CT3HBBI2,Elease Gluck,In Progress,MG Special,2017-01-15,,
Scotfind,AOOFHH6F,Markita Hansen,Won,MG Special,2017-01-15,2017-05-18,60
Condax,5U9Y1P87,Maureen Marcano,Won,GTX Basic,2017-01-15,2017-03-21,688
Goodsilron,J0Y91LUA,Maureen Marcano,Won,GTX Plus Pro,2017-01-15,2017-03-22,6142
Green-Plus,YBRZQFEO,Maureen Marcano,Won,GTXPro,2017-01-15,2017-03-31,4939
Warephase,PHR8KB1Y,Niesha Huffines,Won,GTX Plus Pro,2017-01-15,2017-05-15,6270
,GR2X90DZ,Vicki Laflamme,In Progress,GTX Basic,2017-01-15,,
Acme Corporation,TBZMXKH4,Wilburn Farren,Won,MG Advanced,2017-01-15,2017-03-29,3833
Bubba Gump,WNXZ1FGS,Daniell Hammack,Lost,GTX Plus Basic,2017-01-16,2017-03-28,0
Acme Corporation,S3W6Q07M,Kami Bicknell,In Progress,GTX Plus Pro,2017-01-16,,
,K64TY8LU,Maureen Marcano,In Progress,MG Special,2017-01-16,,
Hottechi,6389JY2H,Moses Frase,Won,MG Special,2017-01-16,2017-06-02,57
Cancity,SZ81H1PM,Versie Hillebrand,Won,MG Special,2017-01-16,2017-03-17,47
Donware,M842E8JB,Violet Mclelland,Lost,MG Special,2017-01-16,2017-03-13,0
Plussunin,JRJ7DBW5,Daniell Hammack,Lost,MG Advanced,2017-01-17,2017-03-19,0
Inity,N9C0OCYY,Gladys Colclough,Won,MG Special,2017-01-17,2017-05-04,57
Warephase,0OESOJNN,James Ascencio,In Progress,GTX Plus Basic,2017-01-17,,
Genco Pura Olive Oil Company,R7XZAIWS,Jonathan Berthelot,Won,MG Advanced,2017-01-17,2017-03-14,3257
Sunnamplex,FFO5WOHT,Kami Bicknell,Won,GTX Basic,2017-01-17,2017-05-08,511
Y-corporation,XHHJ48MJ,Kami Bicknell,Won,GTX Basic,2017-01-17,2017-03-14,607
Cheers,YAR5GGA4,Markita Hansen,Won,GTX Plus Pro,2017-01-17,2017-03-29,5120
Hottechi,NOVPMLOV,Niesha Huffines,Won,GTX Plus Basic,2017-01-17,2017-03-23,1343
Rundofase,UPHN2I1Q,Niesha Huffines,Won,MG Special,2017-01-17,2017-05-14,55
Faxquote,NN9R2Y4W,Vicki Laflamme,Won,MG Special,2017-01-17,2017-03-30,49
The New York Inquirer,977FJ9QQ,Boris Faz,Lost,GTX Basic,2017-01-18,2017-03-29,0
,DZ57QIQN,Daniell Hammack,In Progress,GTX Plus Pro,2017-01-18,,
Zotware,A6Y1V5Z0,Garret Kinder,Won,GTXPro,2017-01-18,2017-06-04,4426
Groovestreet,NU8LWEWU,James Ascencio,Won,GTX Plus Pro,2017-01-18,2017-05-03,5264
Conecom,PFHS80CR,Jonathan Berthelot,Lost,GTXPro,2017-01-18,2017-05-20,0
,OZ5S8NCK,Kary Hendrixson,In Progress,GTXPro,2017-01-18,,
Dontechi,904203D6,Moses Frase,Won,MG Special,2017-01-18,2017-03-29,59
Opentech,Z0TSV030,Garret Kinder,Won,GTX Basic,2017-01-19,2017-03-30,617
Codehow,8C4QM1X6,Gladys Colclough,Won,GTX Basic,2017-01-19,2017-06-04,565
Sonron,NOPI41RP,James Ascencio,Won,GTX Basic,2017-01-19,2017-03-01,511
Rantouch,2536CW3V,Kami Bicknell,Lost,GTX Plus Basic,2017-01-19,2017-05-08,0
Faxquote,AC5YXLIR,Kary Hendrixson,Won,MG Special,2017-01-19,2017-03-30,60
Plexzap,HSGJKH6U,Kary Hendrixson,Won,MG Advanced,2017-01-19,2017-03-29,3407
Xx-holding,4TZF9N1D,Kary Hendrixson,Won,MG Advanced,2017-01-19,2017-03-28,3273
Y-corporation,HNKZ2IC6,Markita Hansen,Lost,GTX Plus Basic,2017-01-19,2017-03-26,0
Sunnamplex,BB6TCH8B,Markita Hansen,Lost,MG Special,2017-01-19,2017-05-05,0
Gogozoom,IMTPZV7J,Moses Frase,Won,MG Advanced,2017-01-19,2017-05-01,3363
,A4JROIDO,Vicki Laflamme,In Progress,MG Special,2017-01-19,,
Xx-holding,6NXY7144,Vicki Laflamme,Won,GTX Basic,2017-01-19,2017-03-31,365
Lexiqvolax,KBKHKULU,Zane Levy,Won,GTX Plus Pro,2017-01-19,2017-03-18,4869
Ontomedia,INMJIFTF,Corliss Cosme,Won,GTX Basic,2017-01-20,2017-06-06,599
Konex,FUVQ5UKB,Daniell Hammack,Won,MG Advanced,2017-01-20,2017-05-20,3194
Condax,O462ARMZ,Garret Kinder,Won,GTX Plus Pro,2017-01-20,2017-06-05,5429
Hottechi,6DCKCXDC,Jonathan Berthelot,Won,GTXPro,2017-01-20,2017-05-05,5008
Domzoom,QVF0JRM5,Jonathan Berthelot,Won,MG Advanced,2017-01-20,2017-03-28,3459
Xx-holding,7QGG2LO3,Kary Hendrixson,Lost,GTXPro,2017-01-20,2017-05-25,0
Hottechi,Y6HNPIIT,Kary Hendrixson,Won,GTXPro,2017-01-20,2017-03-07,4559
Labdrill,IBKRO1AN,Kary Hendrixson,Won,GTXPro,2017-01-20,2017-03-28,4221
Warephase,3TDWLPMV,Lajuana Vencill,Lost,MG Advanced,2017-01-20,2017-03-11,0
Domzoom,JN1ZFD18,Lajuana Vencill,Won,MG Special,2017-01-20,2017-03-06,56
Nam-zim,ZE7ILYKB,Markita Hansen,Won,GTXPro,2017-01-20,2017-05-03,5508
Codehow,SRFVQ0HG,Moses Frase,Lost,GTX Plus Basic,2017-01-20,2017-03-24,0
Lexiqvolax,D7H1EGS9,Zane Levy,Lost,GTX Basic,2017-01-20,2017-03-20,0
Cancity,1DDW2GQW,Anna Snelling,Lost,MG Advanced,2017-01-21,2017-03-09,0
Globex Corporation,PMEENWD5,Corliss Cosme,In Progress,GTXPro,2017-01-21,,
Ron-tech,WPGTHV8V,Darcel Schlecht,Won,GTX Basic,2017-01-21,2017-03-19,657
,Z1WLLL1H,Kami Bicknell,In Progress,GTX Basic,2017-01-21,,
J-Texon,6GNJMYMO,Kami Bicknell,Lost,GTXPro,2017-01-21,2017-05-05,0
Scottech,GWAT8UWK,Lajuana Vencill,Won,GTX Basic,2017-01-21,2017-03-25,638
,ETZKANFZ,Markita Hansen,In Progress,GTX Basic,2017-01-21,,
Betatech,IZD69C5Q,Marty Freudenburg,Won,MG Special,2017-01-21,2017-06-06,41
Initech,QFU565JJ,Rosie Papadopoulos,Won,GTX Plus Pro,2017-01-21,2017-05-07,5582
Konmatfix,Z5BCBTAO,Versie Hillebrand,Won,MG Special,2017-01-21,2017-05-20,60
